"Study_#","Source","Publication_year","Link","Country","M49_Code","Region","Category","WB_Income_Category","Study_area_level","Study_area_name","Country_Population_Millions","Household","Food_Service","Retail","Method","Confidence_Classification","Description","Household_Diary?","Edible_Waste_Only?","Year(s)_covered","FW_Share_estimate","Share_note","Edible_Avoidable_Share","Edible_Avoidable_Note"," Mass_estimate ","Original_Mass_Measure"," Time_Adjustment_Y "," Weight_Adjustment_T "," Standardised_Mass_tonnes/year ","Derived_Estimate_Needed?"," Study_Year_Country_Population "," Study_Year_Subnational_Population ","Derived_Normalised_kg/capita/year","Normalised_Mass_Estimate","Original_Normalised_Mass_Measure","Normalised_Weight_Adjustment_kg","Normalised_Time_Adjustment_Y","Standardised_Normalised_Mass_kg/capita/year","Preferred_estimate_kg/capita","Household_Diary_Adjustment","Household_Inedible_Adjustment","Food_Service_Inedible_Adjustment","Retail_Inedible_Adjustment","Total_Adjustment","Final_kg/cap/yr_estimate"
77,"Matavfall I Sverige: Uppkomst och benhandling 2018",2020,"https://www.naturvardsverket.se/Documents/publ-filer/8800/978-91-620-8861-3.pdf?pid=26710","Sweden",752,"Northern Europe","Developed","HIC","Nationwide",,10.0364,,,1,"Data from industry",1,"The paper is produced by Naturvårdsverket, the Swedish Environmental Protection Agency, and is based on industry reporting to the EPA. The summary (in English) does not provide detailed methodology on number of companies reporting.",,,2018,,,,," 100,000 ","Tonnes / year",100000,100000," 100,000 ",," -   "," -   ",,10.00,"kg / capita / year",10.00,10.00,10,10,1.00,1.00,1.00,1.00,1.00,10
78,"Quantifying food losses and the potential for reduction in Switzerland",2013,"https://doi.org/10.1016/j.wasman.2012.11.007","Switzerland",756,"Western Europe","Developed","HIC","Nationwide",,8.5914,,1,,"Literature",2,"This paper cites Baier and Reinhard (2007) for food service installations, and Andrini and Bauen (2005) for restaurants. Both are in German and involved waste audits. 40 food service installations were audited and 20 restaurants. These estimates have been combined to create an estimate of total Out of Home waste.",,,2007,,,,,,,,,,," -   "," -   ",,40.00,"kg / capita / year",40.00,40.00,40,40,1.00,1.00,1.00,1.00,1.00,40
79,"UK Progress against Courtauld 2025 targets and UN Sustainable Development Goal 12.3",2020,"https://wrap.org.uk/sites/files/wrap/Progress_against_Courtauld_2025_targets_and_UN_SDG_123.pdf","United Kingdom of Great Britain and Northern Ireland",826,"Northern Europe","Developed","HIC","Nationwide",,67.5302,1,,,"Waste Composition Analysis",1,"Household data comes from a combination of data on the composition and weight of residual and organic recycling schemes from Local Authorities. The share of waste which is disposed of via the sewer has been removed from the estimate, though the waste composted at home has not.",,,2018,,,68%,"Report states that 69% of food waste is from waste collected by local authorities (excluding sewer and home composting); 108 kg / person / year. 23% goes to sewer - this has been removed to improve comparability 
WRAP's food surplus and waste key facts document was used to calculate the edible share, which is 4.5/6.6 Mt."," 5,117 ","Thousand tonnes / year",5117,5117420," 5,117,420 ",," -   "," -   ",,77.00,"kg / capita / year",77.00,77.00,77,77,1.00,1.00,1.00,1.00,1.00,77
79,"UK Progress against Courtauld 2025 targets and UN Sustainable Development Goal 12.3",2020,"https://wrap.org.uk/sites/files/wrap/Progress_against_Courtauld_2025_targets_and_UN_SDG_123.pdf","United Kingdom of Great Britain and Northern Ireland",826,"Northern Europe","Developed","HIC","Nationwide",,67.5302,,1,,"Waste Composition Analysis",1,"Food waste data remodelled based on WRAP's 2013 analysis of food waste in the hospitality and food service sector, a study which employed waste compositional analyses and analysis of DEFRA survey information. This data was re-weighted to account for the change in number and size of premises, number of pupils served by school catering etc.",,,2018,,,,," 1,098 ","Thousand tonnes / year",1098,1098000," 1,098,000 ",," -   "," -   ",,16.50,"kg / capita / year",16.50,16.50,17,17,1.00,1.00,1.00,1.00,1.00,17
79,"UK Progress against Courtauld 2025 targets and UN Sustainable Development Goal 12.3",2020,"https://wrap.org.uk/sites/files/wrap/Progress_against_Courtauld_2025_targets_and_UN_SDG_123.pdf","United Kingdom of Great Britain and Northern Ireland",826,"Northern Europe","Developed","HIC","Nationwide",,67.5302,,,1,"Data from industry",1,"Data provided by Retail signatories to Courtauld 2025, which cover more than 95% of the food retail sector (by sales), were used. They were scaled up based on market coverage.",,,2018,,,,," 277 ","Thousand tonnes / year",277,277000," 277,000 ",," -   "," -   ",,4.20,"kg / capita / year",4.20,4.20,4,4,1.00,1.00,1.00,1.00,1.00,4
80,"Characterization of Household Waste in Kinondoni Municipality, Dar Es Salaam",2013,"https://doi.org/10.5901/ajis.2013.v2n13p35","United Republic of Tanzania",834,"Sub-Saharan Africa","Developing","LMC","Municipality & Sub-national region","Kinondoni municipality, Dar es Salaam",58.0055,1,,,"Waste Composition Analysis",2,"75 households in middle and low-income settlements, primarily in high population density informal settlements. Provided with waste bags for three different days which were collected and sorted.",,,2008,74%,"Share of waste which is food waste, no other organic estimate",,,,,,,,," -   "," -   ",,0.33,"kg / capita / day",0.33,119.09,119,119,1.00,1.00,1.00,1.00,1.00,119
81,"2018 Wasted Food Report",2020,"https://www.epa.gov/sites/production/files/2020-11/documents/2018_wasted_food_report-11-9-20_final_.pdf","United States of America",840,"Northern America","Developed","HIC","Nationwide",,329.0649,1,,,"Waste Composition Analysis",1,"US EPA synthesis of food waste consistent with the FLW protocol. Combines waste generation factors from other studies with relevant scaling statistics. 12 studies which directly measure waste were used to inform residential generation rate, nearly all of which were waste compositional analyses. 15% going to sewer / wastewater treatment has been removed.",,,2018,,,,," 21,211,634 ","UST / year",21211634,19242870," 19,242,870 ",1," 327,074,850 "," -   ",59,,,,,,59,1.00,1.00,1.00,1.00,1.00,59
81,"2018 Wasted Food Report",2020,"https://www.epa.gov/sites/production/files/2020-11/documents/2018_wasted_food_report-11-9-20_final_.pdf","United States of America",840,"Northern America","Developed","HIC","Nationwide",,329.0649,,1,,"Waste Composition Analysis",1,"US EPA synthesis of food waste consistent with the FLW protocol. Combines waste generation factors from other studies with relevant scaling statistics, such as employees or revenue for a sector. Food Service as an estimate which combines hospitality (hotels, restaurants/food service; sports venues) and institutional (healthcare, office buildings, military and prisons, schools and universities). 51 studies in total used to inform Food Service generation rate across the various subsectors. Waste management pathways were provided for the commercial and institutional subsectors separately; only in the commercial hospitality subsector was some surplus managed to a non-waste destination (14% donated), this has been accounted for.",,,2018,,,,," 22,937,138 ","UST / year",22937138,20808222," 20,808,222 ",1," 327,074,850 "," -   ",64,,,,,,64,1.00,1.00,1.00,1.00,1.00,64
81,"2018 Wasted Food Report",2020,"https://www.epa.gov/sites/production/files/2020-11/documents/2018_wasted_food_report-11-9-20_final_.pdf","United States of America",840,"Northern America","Developed","HIC","Nationwide",,329.0649,,,1,"Waste Composition Analysis",1,"US EPA synthesis of food waste consistent with the FLW protocol. Combines waste generation factors from other studies with relevant scaling statistics, such as employees or revenue for a sector. Nine studies were used, a mixture of waste audits and surveys, to form the waste generation factors. Wholesale also estimated, not included in the paper. 9 studies used to inform supermarket and supercenter waste generation rate. Waste management pathways for wholesale/retail were provided, these were used to remove the share donated (21%) and going to animal feed (14%)",,,2018,,,,," 5,644,010 ","UST / year",5644010,5120160," 5,120,160 ",1," 327,074,850 "," -   ",16,,,,,,16,1.00,1.00,1.00,1.00,1.00,16
82,"Household solid waste generation and characteristic in a Mekong Delta city, Vietnam",2010,"https://doi.org/10.1016/j.jenvman.2010.06.016","Viet Nam",704,"South-eastern Asia","Developing","LMC","Municipality & Sub-national region","Mekong Delta",96.4621,1,,,"Waste Composition Analysis",2,"100 households across ten different sampling points were selected. The sample is considered to be representative of Can Tho City in terms of household size. They had their waste analysed at two points in time: once in the dry season for a month, once in the rainy season for a two week period.",,,2009,85%,"Share of waste which is food waste, distinct from organic",,,,,,,,," -   "," -   ",,233.76,"g / capita / day",0.23,85.38,85,85,1.00,1.00,1.00,1.00,1.00,85
83,"Assessment of Household Solid Waste Generation and Composition by Building Type in Da Nang, Vietnam",2019,"https://doi.org/10.3390/resources8040171","Viet Nam",704,"South-eastern Asia","Developing","LMC","Municipality & Sub-national region","Da Nang",96.4621,1,,,"Waste Composition Analysis",2,"120 households were sampled for the period of one week. They were provided with plastic bags in which to put household waste which were collected daily. Satellite imagery on the distribution of housing types in Da Nang were used to scale the data according to those housing types and form an estimate for the city.",,,2018,62%,"Share of waste which is food waste, distinct from organic",,," 69,089 ","Tonnes / year",69089,69089," 69,089 ",," -   "," -   ",,183.28,"g / capita / day",0.18,66.94,67,67,1.00,1.00,1.00,1.00,1.00,67
84,"Solid waste management - case study of Ndola, Zambia",2012,"https://www.academia.edu/30874341/SOLID_WASTE_MANAGEMENT_CASE_STUDY_OF_NDOLA_ZAMBIA","Zambia",894,"Sub-Saharan Africa","Developing","LMC","Municipality & Sub-national region","Ndola",17.861,1,,,"Waste Composition Analysis",2,"60 households across three areas (distinguished by housing density) sorted their waste weekly for a period of one month. The households were given plastic containers for different wastes: food, plastics, paper, textile, grass and other wastes. They therefore separated it themselves, but did not weigh or estimate it themselves.",,,,40%,"Share of waste which is food waste, distinct from organic",,,,,,,,," -   "," -   ",,0.21,"kg / capita / day",0.21,77.92,78,78,1.00,1.00,1.00,1.00,1.00,78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,," 22,937,138 ",,,,,,,,,,,,,,,,,,,,
